DEPENDENCIA / ENTIDAD,NOMBRE UC,CLAVE UC,N?MERO DE PROCEDIMIENTO,TIPO DE PROCEDIMIENTO,TIPO CONTRATACI?N,CARACTER,N?MERO DE CONTRATO,REFERENCIA DE LA CONTRATACI?N,FECHA DE SUSCRIPCI?N DE CONTRATO,IMPORTE MN SIN IVA,RAZ?N SOCIAL,URL DEL CONTRATO
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-2900500100211/13,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$29,450.00","SISTEMAS ELECTRONICOS Y DE RADIOCOMUNICACION, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-2900500100211/13&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-2900500100211/XI,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$92,020.00",LD  I  ASSOCIATS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-2900500100211/XI&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100211/16-,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$41,454.00",COMERCIALIZACION TECNOLOGICA Y SISTEMAS S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100211/16-&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100211/III,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$352,950.00",TELYCO TECNOLOG?A LOCAL Y CORPORATIVA S. A. DE C. V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100211/III&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100211/VII,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$746,444.01",DISTRIBUIDORA E IMPORTADORA DE RADIODIFUSION S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100211/VII&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100211/XII,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$90,000.00",BERTHA ALICIA ISLAS GARCIA,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100211/XII&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-002-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100211VIII,"Convocada para la Adquisici¢n de Equipo de C¢mputo, PerifÇricos, Software y Equipo de Radio Comunicaci¢n para las diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",15/03/2011,"$781,575.20",CORPORATIVO NETHOST SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100211VIII&p_CveDep=29005&p_CveUni=001&p_NumeroLc=002&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100311/2,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$20,400.00","AVIPROF, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100311/2&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100311/3,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$21,590.40","COMERCIALIZADORA DE SERVICIOS INDUSTRIALES Y SUMINISTROS FH, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100311/3&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-00311/4,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$23,436.00","FIDEL RODRIGUEZ E HIJOS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-00311/4&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-00311/5,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$5,138.08","GRUPO DIEZ TECNOLOG?A, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-00311/5&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-00311/6,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$13,181.80","PRODUCTOS METALICOS STEELE, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-00311/6&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-003-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-00311/I,"Convocada para la Adquisici¢n de Mobiliario, Equipo de Sonido e Instrumentos Musicales para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.",16/03/2011,"$132,932.24","TECNOLOGIAS PARA EL ESPECT?CULO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-00311/I&p_CveDep=29005&p_CveUni=001&p_NumeroLc=003&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/X,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$78,501.78","TECNOLOGIA Y EQUIPAMIENTO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/X&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/11,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$73,959.52","INDUSTRIAL KEM DE LEON, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/11&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/12,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$62,180.00",RIVAS RESENDIZ DIEGO ANTONIO,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/12&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/13,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$26,200.00",ALFONSO MARHX  SA. DE CV.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/13&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/14,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$22,206.00",ALTA TECNOLOGIA EN LABORATORIOS,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/14&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/15,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$25,959.00","ASESORIA Y PROVEEDORA DE EQUIPOS PARA LABORATORIO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/15&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/16,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$34,736.45","COMERCIALIZADORA DE SERVICIOS INDUSTRIALES Y SUMINISTROS FH, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/16&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/17,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$37,350.00",DISTRIBUIDORA CIENTIFICA BOYER SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/17&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/18,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$28,421.26",EQUIPOS MAQUINAS Y REFACCIONES SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/18&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/19,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$38,000.00",GEMETEC  S.A. DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/19&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/20,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$3,679.00",GRUPO MAGSTEL SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/20&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/21,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$40,000.00",INTERNACIONAL DE EQUIPOS CIENTIFICOS SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/21&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/22,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$33,738.29",LUKEN TECNOLOGIA QUIMICA SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/22&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/IV,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$272,650.00",MICROSCOPIOS Y BALANZAS SA DE CV,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/IV&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/IX,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$81,962.25",ACCESORIOS Y SUMINISTROS PARA LABORATORIO S.A DE C.V,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/IX&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/VI,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$93,666.19",LAB-TECH INSTRUMENTACION S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/VI&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-004-11/,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$133,650.00",TECNOLOGIA EN EQUIPO MEDICO S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-004-11/&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-29005001-00411/V,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$712,802.00","MEDIDORES INDUSTRIALES Y MêDICOS, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-29005001-00411/V&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI-2900500100411/23,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$24,143.00","MEDICAL DIMEGAR, S.A DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI-2900500100411/23&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI29005001004-11/II,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$716,884.29",TAQ SISTEMAS MEDICOS S.A DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001004-11/II&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/III,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$117,664.07",PRODUCTOS Y EQUIPOS BIOTECNOLOGICOS S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/III&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411/VII,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$149,292.39",INDUSTRIAS BIOSELEC S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411/VII&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-004-11,Licitaci¢n P£blica,Adquisiciones,Internacional,LPI2900500100411VIII,Convocada para la Adquisici¢n de Equipo de Laboratorio y Equipo Cient°fico para las Diferentes Divisiones y Departamentos de la Universidad de Guanajuato.,28/03/2011,"$140,000.00",ECK MEDICAL S.A. DE C.V.,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI2900500100411VIII&p_CveDep=29005&p_CveUni=001&p_NumeroLc=004&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/I,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$412,700.00","CENTRAL DE COMPUTACION INTEGRAL, SA DE CV",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/I&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/V,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$278,516.00","NITIDATA LEON, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/V&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/X,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$270,504.30","VEH?CULOS DE GUANAJUATO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/X&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/12,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$62,700.00","AVETRONIC, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/12&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/13,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$25,437.76",CARLOS MIGUEL ARROYO GARZA,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/13&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/14,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$68,758.00","ESCAPE AUDIO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/14&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/15,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$51,352.87",ELIZABETH M. DIAZ JARAMILLO,http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/15&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
UNIVERSIDAD DE GUANAJUATO,Departamento de Adquisiciones,29005001,29005001-006-11,Licitaci¢n P£blica,Adquisiciones,Nacional,LPI29005001-00611/II,"Adquisici¢n de Autob£s, veh°culos, Equipo de telecomunicaciones, Equipo de c¢mputo, perifÇricos, software, Equipo de video y audio",13/04/2011,"$410,096.58","DDR M?XICO, S.A. DE C.V.",http://web.compranet.gob.mx:8000/pls/cnet2k2/C2ContratosAdU.detalleadq?p_numcon=LPI29005001-00611/II&p_CveDep=29005&p_CveUni=001&p_NumeroLc=006&p_AnioLc=2011&ConSin=1
